NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,Date,total
5599,15/9-F-12,11.5,308.056,104.418,201.25,18.64,14.48443,106.806,16.295,92.475,285,38889,385,01-01-2006,670
5599,15/9-F-12,24,303.034,105.403,182.145,16.467,22.83299,120.889,53.374,89.62,1870,285246,7,02-01-2006,1877
5599,15/9-F-12,22.5,295.586,105.775,181.868,12.66,31.24997,113.718,72.738,80.12,3124,509955,1,03-01-2006,3125
5599,15/9-F-12,23.15,297.663,105.752,180.832,5.264,28.51893,116.831,69.996,84.251,2608,383427,1,04-01-2006,2609
5599,15/9-F-12,24,295.936,105.811,180.501,12.385,30.2279,115.434,71.518,82.359,3052,418474,5,05-01-2006,3057
5599,15/9-F-12,24,295.552,105.831,180.346,14.385,29.97405,115.206,73.642,82.169,2983,422763,2,06-01-2006,2985
5599,15/9-F-12,23,294.211,105.866,180.929,15.98,30.3084,113.282,74.16,80.263,2981,413831,6,07-01-2006,2987
5599,15/9-F-12,24,293.829,105.868,180.06,18.811,30.48698,113.769,74.902,81.275,3046,429218,1,08-01-2006,3047
5599,15/9-F-12,24,293.061,105.879,179.662,19.741,29.90702,113.4,73.039,80.774,3057,442983,0,09-01-2006,3057
5599,15/9-F-12,24,,105.883,179.434,19.432,30.49301,113.106,,79.975,3030,423809,0,10-01-2006,3030
5599,15/9-F-12,23.67,292.362,105.882,179.282,1.039,29.63448,113.079,72.327,79.948,2908,397808,0,11-01-2006,2908
5599,15/9-F-12,15.14,292.088,105.849,179.486,11.011,28.95718,112.603,69.597,79.162,1852,252078,0,12-01-2006,1852
5599,15/9-F-12,24,290.542,105.906,179.355,8.583,30.79962,111.187,73.193,77.932,3127,442808,0,13-01-2006,3127
5599,15/9-F-12,24,290.208,105.896,178.758,12.304,30.68344,111.45,73.108,78.257,3046,439178,0,14-01-2006,3046
5599,15/9-F-12,24,289.536,105.902,178.603,12.506,30.92304,110.934,72.308,77.723,3047,446905,0,15-01-2006,3047
5599,15/9-F-12,24,288.933,105.902,178.608,12.376,30.84932,110.326,74.702,77.128,3036,445616,0,16-01-2006,3036
5599,15/9-F-12,23.67,288.848,105.896,178.22,10.15,29.90044,110.629,73.451,77.465,2972,424674,0,17-01-2006,2972
5599,15/9-F-12,24,,105.907,178.067,11.424,,109.447,73.396,76.212,3071,450348,0,18-01-2006,3071
5599,15/9-F-12,24,286.892,105.909,178.065,11.156,31.06188,108.827,74.604,75.573,3068,447584,0,19-01-2006,3068
5599,15/9-F-12,24,286.265,105.911,177.944,11.223,31.08744,108.321,75.218,74.762,3067,446144,0,20-01-2006,3067
5599,15/9-F-12,24,285.728,105.91,177.669,10.866,30.96447,108.059,75.124,74.361,3044,443726,0,21-01-2006,3044
5599,15/9-F-12,24,285.382,105.904,177.307,9.829,30.60221,108.075,74.281,74.441,2983,430247,0,22-01-2006,2983
5599,15/9-F-12,24,284.829,105.902,176.96,9.323,30.57649,107.869,72.5,74.262,,437688,0,23-01-2006,0
5599,15/9-F-12,24,284.295,105.899,176.984,9.114,30.58881,107.31,75.002,73.375,2951,432727,2,24-01-2006,2953
5599,15/9-F-12,22.83,284.424,105.878,176.67,6.276,28.82496,107.754,71.042,73.568,2657,391265,2,25-01-2006,2659
5599,15/9-F-12,23,284.413,105.871,176.382,4.591,27.94825,108.031,69.252,73.795,2578,365769,2,26-01-2006,2580
5599,15/9-F-12,24,282.386,105.905,176.457,8.582,31.15911,105.93,73.138,71.562,2997,427791,2,27-01-2006,2999
5599,15/9-F-12,24,281.522,105.906,176.233,9.012,31.30501,105.29,73.336,71.062,3021,440679,1,28-01-2006,3022
5599,15/9-F-12,24,280.894,105.908,176.084,8.933,31.37003,104.811,73.971,71.283,3010,450972,1,29-01-2006,3011
5599,15/9-F-12,23.78,281.085,105.895,176.032,6.695,29.85867,105.053,73.89,71.868,2794,418887,1,30-01-2006,2795
5599,15/9-F-12,24,279.488,105.916,176.047,8.641,31.64254,103.441,75.309,70.451,3059,458524,1,31-01-2006,3060
5599,15/9-F-12,23.83,279.112,105.912,175.892,7.824,30.92678,103.219,75.172,70.393,2965,428015,1,01-02-2006,2966
5599,15/9-F-12,24,277.951,105.915,175.811,8.818,32.07412,102.14,76.262,69.867,3131,454137,1,02-02-2006,3132
5599,15/9-F-12,24,277.293,105.917,175.553,8.41,32.05167,101.739,76.004,69.813,3135,454798,1,03-02-2006,3136
5599,15/9-F-12,24,276.564,105.921,175.265,8.006,32.07362,101.299,75.245,69.322,3143,470240,1,04-02-2006,3144
5599,15/9-F-12,24,275.983,105.919,175.072,7.753,32.04644,100.911,75.376,69.074,3132,425284,1,05-02-2006,3133
5599,15/9-F-12,24,275.363,105.918,174.903,7.476,32.04522,100.46,75.593,69.105,3140,454093,1,06-02-2006,3141
5599,15/9-F-12,24,274.793,105.915,174.668,6.968,32.01249,100.124,74.678,68.918,3157,467466,1,07-02-2006,3158
5599,15/9-F-12,24,274.072,105.916,174.498,6.696,32.08725,99.574,75.356,68.253,3192,458447,1,08-02-2006,3193
5599,15/9-F-12,24,273.456,105.915,174.284,6.462,32.07839,99.172,75.319,67.795,3172,458028,1,09-02-2006,3173
5599,15/9-F-12,24,272.881,105.913,174.088,6.288,32.0607,98.793,75.353,67.405,3160,466335,1,10-02-2006,3161
5599,15/9-F-12,24,272.237,105.913,173.835,4.957,32.12839,98.402,74.812,67.011,3153,468480,1,11-02-2006,3154
5599,15/9-F-12,24,271.684,105.91,173.644,14.906,32.0421,98.039,74.959,66.661,3131,406562,1,12-02-2006,3132
5599,15/9-F-12,7.48,271.419,105.907,173.522,14.794,30.92542,97.897,75.26,66.578,960,113341,2,13-02-2006,962
5599,15/9-F-12,0,283.71,104.03,282.532,0.603,0,1.178,6.731,1.164,0,0,0,14-02-2006,0
5599,15/9-F-12,1.19,279.416,104.714,187.175,0.412,21.33333,92.241,24.1,68.207,73,48936,0,15-02-2006,73
5599,15/9-F-12,24,271.468,105.87,174.191,6.744,32,97.277,69.262,65.742,3137,509075,3,16-02-2006,3140
5599,15/9-F-12,10.98,270.742,105.902,173.373,10.981,30.68261,97.369,73.106,66.019,1431,137396,2,17-02-2006,1433
5599,15/9-F-12,14.03,271.557,105.862,173.435,7.146,31,98.122,70.452,67.129,1951,378533,2,18-02-2006,1953
5599,15/9-F-12,24,270.36,105.889,172.928,11.469,29.81203,97.431,73.537,66.386,3061,457837,3,19-02-2006,3064
5599,15/9-F-12,24,269.645,105.894,172.986,12.75,31.81838,96.658,75.81,65.595,3054,461809,3,20-02-2006,3057
5599,15/9-F-12,24,268.862,105.897,172.745,13.189,32.00095,96.117,75.921,65.052,3103,372986,3,21-02-2006,3106
5599,15/9-F-12,24,268.18,105.897,,13.273,32.0812,95.691,75.217,64.619,3111,463717,3,22-02-2006,3114
5599,15/9-F-12,24,267.456,105.895,172.316,13.266,32.20087,95.14,75.461,63.919,3303,463530,3,23-02-2006,3306
5599,15/9-F-12,24,266.855,105.887,172.067,13.261,32.2108,94.788,75.406,63.121,3028,440906,153,24-02-2006,3181
5599,15/9-F-12,24,266.476,105.872,171.737,13.149,32.03321,94.74,75.27,63.17,2999,452369,152,25-02-2006,3151
5599,15/9-F-12,24,265.9,105.861,171.356,13.064,32.04783,94.544,74.629,62.825,3054,451030,4,26-02-2006,3058
5599,15/9-F-12,24,265.395,105.853,171.178,12.986,32.00003,94.217,,62.791,3026,463595,5,27-02-2006,3031
5599,15/9-F-12,24,264.921,105.846,171.109,12.916,31.25186,93.812,75.413,62.247,3003,468712,4,28-02-2006,3007
5599,15/9-F-12,24,264.334,105.84,170.712,12.716,31.94415,93.622,74.198,62.07,3016,458937,10,01-03-2006,3026
5599,15/9-F-12,12.98,264.008,105.838,170.859,12.549,30.88504,93.149,73.895,61.656,1615,242280,3,02-03-2006,1618
5599,15/9-F-12,4,268.096,105.48,174.478,2.114,25.82296,93.618,48.682,63.311,430,65731,2,03-03-2006,432
5599,15/9-F-12,21.26,265.611,,181.727,6.66,28.7635,83.884,64.021,56.138,2579,413143,4,04-03-2006,2583
5599,15/9-F-12,20.55,263.676,105.818,170.639,10.546,32.0605,93.037,74.167,61.284,2494,400308,4,05-03-2006,2498
5599,15/9-F-12,24,263.01,105.646,170.01,11.03,31.90408,93,74.464,61.322,2848,462315,4,06-03-2006,2852
5599,15/9-F-12,9.38,262.978,105.809,170.166,11.544,31.65348,92.812,74.871,61.079,1121,184081,1,07-03-2006,1122
5599,15/9-F-12,21.57,263.174,105.786,170.289,7.94,31.71874,92.884,72.28,61.137,2448,372537,2,08-03-2006,2450
5599,15/9-F-12,22.71,263.142,105.777,170.12,9.925,30.03349,93.021,73.227,61.733,2514,383126,2,09-03-2006,2516
5599,15/9-F-12,24,262.17,105.787,169.532,11.18,31.48322,92.639,75.046,61.001,2753,418499,3,10-03-2006,2756
5599,15/9-F-12,24,261.61,105.783,169.285,11.257,31.51978,92.326,74.864,60.689,2752,426345,3,11-03-2006,2755
5599,15/9-F-12,24,261.115,105.777,168.946,11.16,31.48301,92.169,74.25,60.547,2737,422379,2,12-03-2006,2739
5599,15/9-F-12,24,260.558,105.771,168.698,11.011,31.48727,91.86,73.584,60.253,2736,422115,-14,13-03-2006,2722
5599,15/9-F-12,24,260.127,105.769,168.549,10.907,30.81425,91.578,73.696,59.938,2730,474459,94,14-03-2006,2824
5599,15/9-F-12,24,260.523,105.781,168.745,10.937,31.49891,91.778,74.271,60.089,2728,480457,4,15-03-2006,2732
5599,15/9-F-12,24,261.141,105.794,168.901,10.915,31.41246,92.24,73.417,60.553,2747,481823,4,16-03-2006,2751
5599,15/9-F-12,15.96,260.417,105.816,169.706,11.6,31.48973,90.712,75.758,58.911,1986,350826,3,17-03-2006,1989
5599,15/9-F-12,5.25,263.69,105.502,174.685,1.852,25.8431,89.005,51.514,60.106,547,90824,5,18-03-2006,552
5599,15/9-F-12,24,261.282,105.78,170.419,7.151,32.54397,90.862,68.966,58.917,3012,459765,14,19-03-2006,3026
5599,15/9-F-12,24,260.789,105.839,170.119,10.634,33.43435,90.67,74.21,58.502,3168,471210,3,20-03-2006,3171
5599,15/9-F-12,24,261.179,105.853,170.408,11.451,33.39043,90.772,75.907,58.589,3164,486368,4,21-03-2006,3168
5599,15/9-F-12,24,261.609,105.863,170.549,11.855,33.37373,91.06,76.329,58.884,3173,474305,4,22-03-2006,3177
5599,15/9-F-12,24,262.088,105.873,170.717,12.023,33.37489,91.371,75.438,59.198,3189,493120,4,23-03-2006,3193
5599,15/9-F-12,24,262.653,105.882,170.937,12.269,33.30928,91.716,76.316,59.754,3187,491323,4,24-03-2006,3191
5599,15/9-F-12,24,263.043,105.887,171.237,12.532,33.22143,91.807,77.025,60.095,3177,489872,4,25-03-2006,3181
5599,15/9-F-12,24,263.488,105.893,171.385,12.594,33.11139,92.103,77.246,60.383,3171,489343,4,26-03-2006,3175
5599,15/9-F-12,24,263.919,105.902,171.522,12.716,33.05832,92.397,77.339,60.489,3171,488607,5,27-03-2006,3176
5599,15/9-F-12,24,264.351,105.908,171.572,12.818,33.02385,92.779,77.022,60.511,3188,489394,0,28-03-2006,3188
5599,15/9-F-12,24,264.227,105.918,172.649,13.349,34.09644,91.579,77.482,59.2,3416,524276,6,29-03-2006,3422
5599,15/9-F-12,24,264.088,105.919,174.476,14.155,35.62917,89.612,78.753,57.06,3702,567340,7,30-03-2006,3709
5599,15/9-F-12,24,264.088,105.919,176.444,14.629,36.16034,87.644,79.103,54.964,4002,612762,8,31-03-2006,4010
5599,15/9-F-12,24,264.088,105.919,178.22,15.169,37.29413,85.868,79.544,53.009,4253,648381,8,01-04-2006,4261
5599,15/9-F-12,24,264.088,105.919,178.342,15.355,38.21142,85.746,79.715,52.887,4280,651573,8,02-04-2006,4288
5599,15/9-F-12,24,264.088,105.919,179.661,15.704,39.27145,84.427,80.168,51.215,4440,671085,9,03-04-2006,4449
5599,15/9-F-12,24,264.088,105.919,180.64,15.924,40.14758,83.448,80.266,49.36,4583,696343,9,04-04-2006,4592
5599,15/9-F-12,24,264.088,105.919,181.259,15.919,40.7275,82.829,80.159,48.653,4677,709992,9,05-04-2006,4686
5599,15/9-F-12,24,264.088,105.919,181.248,15.688,40.74857,82.84,80.045,49.25,4689,711700,9,06-04-2006,4698
5599,15/9-F-12,24,264.088,105.919,181.16,15.807,40.7554,82.928,80.199,49.683,4688,714081,9,07-04-2006,4697
5599,15/9-F-12,24,297.646,72.715,216.382,16.087,42.15901,81.264,80.581,47.851,4886,741920,9,08-04-2006,4895
5599,15/9-F-12,24,257.2,39.554,177.029,16.365,43.10056,80.171,80.78,46.695,5013,759589,10,09-04-2006,5023
5599,15/9-F-12,24,258.146,106.082,177.926,16.432,43.12246,80.22,80.85,46.744,5018,760577,8,10-04-2006,5026
5599,15/9-F-12,24,258.333,106.145,178.13,16.469,43.09233,80.202,81.048,46.719,5019,760297,20,11-04-2006,5039
5599,15/9-F-12,24,258.316,106.161,178.355,16.287,43.38664,79.961,80.947,46.463,5053,766791,20,12-04-2006,5073
5599,15/9-F-12,24,257.975,106.229,178.005,16.174,43.46183,79.97,80.865,46.466,5066,767889,30,13-04-2006,5096
5599,15/9-F-12,24,258.424,106.172,178.263,16.017,43.48607,80.16,79.502,46.664,5072,767413,10,14-04-2006,5082
5599,15/9-F-12,24,258.457,106.176,178.257,15.987,43.56119,80.2,78.988,46.702,5086,770162,10,15-04-2006,5096
5599,15/9-F-12,20.19,260.646,106.158,177.323,15.655,40.12258,83.323,79.737,50.01,3869,589150,7,16-04-2006,3876
5599,15/9-F-12,0,281.012,104.711,279.665,1.108,0,1.347,21.785,2.335,0,0,0,17-04-2006,0
5599,15/9-F-12,0.5,279.419,104.823,188.029,0.342,16.82769,91.39,22.055,72.697,23,11729,0,18-04-2006,23
5599,15/9-F-12,13.42,259.795,106.149,178.497,9.87,42.49382,81.298,77.772,47.883,4020,603534,8,19-04-2006,4028
5599,15/9-F-12,24,259.087,106.163,259.087,12.234,43.22176,0,79.213,33.465,5000,755898,10,20-04-2006,5010
5599,15/9-F-12,24,258.464,106.168,257.434,13.167,43.42171,1.03,77.899,32.43,5067,764496,10,21-04-2006,5077
5599,15/9-F-12,24,258.422,106.175,191.395,13.687,43.41881,67.027,79.603,33.538,5040,768019,10,22-04-2006,5050
5599,15/9-F-12,24,258.517,106.182,178.214,13.863,43.39667,80.303,79.779,46.818,5058,763389,10,23-04-2006,5068
5599,15/9-F-12,24,258.634,106.186,178.426,14.044,43.33411,80.208,81.265,46.699,5058,761309,185,24-04-2006,5243
5599,15/9-F-12,24,258.65,106.192,178.497,14.028,43.39009,80.153,80.787,46.638,5070,761089,10,25-04-2006,5080
5599,15/9-F-12,24,258.707,106.197,178.449,13.965,43.40013,80.258,80.18,46.742,5081,762130,15,26-04-2006,5096
5599,15/9-F-12,24,258.758,106.201,178.567,13.904,43.40572,80.192,80.645,46.666,5082,761130,10,27-04-2006,5092
5599,15/9-F-12,24,258.318,106.195,178.37,13.797,43.44772,79.948,80.433,46.423,5087,760260,10,28-04-2006,5097
5599,15/9-F-12,24,257.21,106.179,177.81,13.536,43.46068,79.4,80.327,45.892,5060,757005,10,29-04-2006,5070
5599,15/9-F-12,24,256.563,106.176,177.528,13.376,43.45261,79.035,80.429,45.526,5032,754388,10,30-04-2006,5042
5599,15/9-F-12,22.67,259.003,106.158,177.314,11.666,38.5365,81.689,77.353,49.276,4332,651120,8,01-05-2006,4340
5599,15/9-F-12,24,256.637,106.191,177.887,13.478,43.71837,78.75,80.817,45.261,5088,763090,10,02-05-2006,5098
5599,15/9-F-12,24,256.865,106.2,178.031,13.615,43.74744,78.834,80.861,45.331,5102,764343,10,03-05-2006,5112
5599,15/9-F-12,24,257.122,106.208,177.957,13.572,43.83344,79.166,79.866,45.624,5103,756366,10,04-05-2006,5113
5599,15/9-F-12,24,257.439,106.215,178.079,13.56,43.81087,79.36,79.732,45.863,5135,765784,7,05-05-2006,5142
5599,15/9-F-12,24,257.748,106.223,178.273,13.605,42.87523,79.475,79.68,45.958,5141,766176,9,06-05-2006,5150
5599,15/9-F-12,23.5,259.65,106.208,177.667,12.932,40.89223,81.984,78.968,49.029,4722,702550,10,07-05-2006,4732
5599,15/9-F-12,24,258.762,106.219,178.304,13.704,42.8308,80.459,80.738,47.017,5038,750094,15,08-05-2006,5053
5599,15/9-F-12,24,258.429,106.234,178.614,13.677,42.81797,79.815,79.341,46.301,5147,769091,11,09-05-2006,5158
5599,15/9-F-12,24,258.849,106.24,178.795,13.802,43.44097,80.054,80.478,46.553,5115,765622,10,10-05-2006,5125
5599,15/9-F-12,24,259.124,106.246,179.018,13.986,42.54713,80.106,80.874,46.61,5124,766123,12,11-05-2006,5136
5599,15/9-F-12,24,259.314,106.252,178.925,14.022,43.48804,80.39,80.024,46.897,5135,767515,12,12-05-2006,5147
5599,15/9-F-12,15.83,259.96,106.248,178.766,13.534,42.24035,81.195,79.571,47.743,4233,639125,10,13-05-2006,4243
5599,15/9-F-12,24,259.662,106.253,179.24,13.923,43.45684,80.422,80.98,46.832,5126,762147,12,14-05-2006,5138
5599,15/9-F-12,24,259.611,106.258,179.116,14.164,43.49251,80.495,81.106,46.83,5076,711222,12,15-05-2006,5088
5599,15/9-F-12,24,259.687,96.227,179.477,13.964,43.49195,80.21,80.387,47.174,5121,768246,12,16-05-2006,5133
5599,15/9-F-12,24,245.4,80.041,159.676,13.224,39.40927,85.724,79.622,52.963,4372,659343,10,17-05-2006,4382
5599,15/9-F-12,22.67,264.333,106.188,177.107,11.737,36.96231,87.226,77.109,54.522,3981,599296,9,18-05-2006,3990
5599,15/9-F-12,24,260.34,106.262,179.208,13.296,43.20357,81.132,79.224,48.12,5115,766478,1,19-05-2006,5116
5599,15/9-F-12,24,260.494,106.269,179.097,14.015,42.98895,81.397,80.075,48.398,5084,762466,15,20-05-2006,5099
5599,15/9-F-12,24,260.666,106.274,179.351,14.217,42.97349,81.315,81.247,48.295,5081,761637,5,21-05-2006,5086
5599,15/9-F-12,24,260.792,106.279,179.515,14.284,42.97301,81.278,81.428,48.248,5086,761985,12,22-05-2006,5098
5599,15/9-F-12,24,260.885,,179.532,14.294,42.98479,81.353,81.382,48.319,5088,762729,16,23-05-2006,5104
5599,15/9-F-12,24,260.939,106.285,179.438,14.276,43.00275,81.501,81.049,48.468,5095,764020,13,24-05-2006,5108
5599,15/9-F-12,24,261.152,106.293,179.481,14.24,42.97861,81.671,80.105,48.648,5096,764105,36,25-05-2006,5132
5599,15/9-F-12,24,261.374,106.297,179.803,14.453,42.94835,81.571,81.684,48.531,5094,762917,12,26-05-2006,5106
5599,15/9-F-12,21.35,261.49,106.298,179.806,14.519,42.96093,81.684,81.541,48.647,4622,691134,11,27-05-2006,4633
5599,15/9-F-12,13.17,263.098,106.263,178.817,11.929,40.25518,84.282,78.206,51.081,2856,426766,7,28-05-2006,2863
5599,15/9-F-12,6.31,274.831,106.016,174.676,2.791,32.11065,100.155,61.97,68.707,687,151768,2,29-05-2006,689
5599,15/9-F-12,24,264.305,106.198,177.039,10.422,47.85813,87.266,79.085,54.693,4169,606054,10,30-05-2006,4179
5599,15/9-F-12,23.25,264.456,106.164,175.742,11.077,44.35988,88.715,77.03,56.384,3819,573435,9,31-05-2006,3828
5599,15/9-F-12,24,260.22,106.189,176.255,12.679,48.69365,,79.15,51.32,4305,635430,10,01-06-2006,4315
5599,15/9-F-12,24,263.304,106.116,173.532,11.593,44.46811,89.772,78.346,57.626,3527,521164,11,02-06-2006,3538
5599,15/9-F-12,24,264.58,106.091,172.957,11.111,42.87977,91.623,78.421,59.569,,482332,8,03-06-2006,8
5599,15/9-F-12,24,265.288,106.078,172.614,10.838,42.0441,92.674,77.956,60.734,3216,474686,13,04-06-2006,3229
5599,15/9-F-12,24,265.651,106.071,172.479,10.576,41.69155,93.172,77.325,61.224,3176,481831,7,05-06-2006,3183
5599,15/9-F-12,24,265.733,106.07,172.558,10.462,41.65428,93.175,77.235,61.259,3186,466621,7,06-06-2006,3193
5599,15/9-F-12,24,265.757,106.07,172.53,10.437,41.6589,93.227,77.007,61.325,3183,466633,7,07-06-2006,3190
5599,15/9-F-12,24,265.848,106.069,172.603,10.574,41.65539,93.245,77.575,61.335,3167,465212,8,08-06-2006,3175
5599,15/9-F-12,24,265.846,106.07,172.523,10.534,41.66181,93.323,77.651,61.426,3149,463103,7,09-06-2006,3156
5599,15/9-F-12,24,265.851,106.069,172.551,10.512,41.66942,93.299,77.555,61.019,3149,471104,7,10-06-2006,3156
5599,15/9-F-12,24,265.911,106.07,172.445,10.445,41.69731,93.466,76.641,60.962,3163,460619,7,11-06-2006,3170
5599,15/9-F-12,24,266.022,106.071,172.448,10.483,41.6702,93.575,76.676,61.046,3145,461623,7,12-06-2006,3152
5599,15/9-F-12,24,266.075,106.057,172.474,10.526,41.64633,93.6,76.926,61.052,3177,465308,7,13-06-2006,3184
5599,15/9-F-12,24,266.154,106.072,172.6,10.617,41.63665,93.554,77.857,60.996,3143,460976,7,14-06-2006,3150
5599,15/9-F-12,24,265.133,106.087,173.066,10.799,42.95633,92.066,76.712,59.623,3346,490197,11,15-06-2006,3357
5599,15/9-F-12,24,270.571,106.006,172.046,8.509,33.33069,98.526,71.509,67.01,2434,355647,6,16-06-2006,2440
5599,15/9-F-12,24,271.248,105.938,173.499,6.121,31.97885,97.748,64.397,66.2,2317,339166,4,17-06-2006,2321
5599,15/9-F-12,24,267.574,106.064,172.233,9.809,40.14273,95.34,75.224,63.475,2976,436752,5,18-06-2006,2981
5599,15/9-F-12,24,267.471,106.068,176.968,9.567,38.32368,90.503,72.348,60.195,3032,445349,4,19-06-2006,3036
5599,15/9-F-12,24,267.482,106.068,172.334,10.136,40.23154,95.148,76.625,63.244,2993,438550,5,20-06-2006,2998
5599,15/9-F-12,24,267.326,105.991,172.357,10.149,40.14094,94.968,77.266,63.084,3093,452055,5,21-06-2006,3098
5599,15/9-F-12,24,267.402,106.066,172.433,10.171,40.22204,94.969,77.168,63.066,2999,437721,5,22-06-2006,3004
5599,15/9-F-12,7.53,267.928,106.062,172.611,10.036,36.88709,95.316,76.142,63.382,920,135275,1,23-06-2006,921
5599,15/9-F-12,6.98,274.203,105.886,172.604,2.634,28.20086,101.599,62.004,69.071,808,110780,1,24-06-2006,809
5599,15/9-F-12,24,261.384,106.11,175.872,8.87,47.51018,85.512,77.368,52.429,4060,559249,6,25-06-2006,4066
5599,15/9-F-12,24,259.031,106.158,175.555,11.856,49.18402,83.477,79.31,50.397,4349,603103,7,26-06-2006,4356
5599,15/9-F-12,24,258.116,106.165,175.493,12.251,49.69052,82.623,78.565,49.488,4412,611781,7,27-06-2006,4419
5599,15/9-F-12,24,256.949,106.174,175.48,12.585,49.43067,81.469,80.061,48.281,4418,616241,7,28-06-2006,4425
5599,15/9-F-12,24,256.478,106.172,175.228,12.377,50.24218,81.25,80.079,48.085,4449,620813,9,29-06-2006,4458
5599,15/9-F-12,24,256.923,106.159,174.97,11.902,49.35612,81.954,80.044,48.856,4354,651319,27,30-06-2006,4381
5599,15/9-F-12,24,254.87,106.183,175.028,12.367,51.23093,79.843,80.526,46.521,4499,673536,48,01-07-2006,4547
5599,15/9-F-12,24,250.173,106.245,177.045,12.736,57.23161,73.128,80.937,39.57,5479,799525,48,02-07-2006,5527
5599,15/9-F-12,24,249.005,106.255,176.359,12.537,57.28408,72.646,80.305,39.114,5444,795277,54,03-07-2006,5498
5599,15/9-F-12,24,247.947,106.252,175.502,12.325,56.92553,72.445,79.888,38.955,5374,810900,18,04-07-2006,5392
5599,15/9-F-12,24,247.15,106.252,175.016,12.165,56.70427,72.134,80.284,38.671,5315,801346,10,05-07-2006,5325
5599,15/9-F-12,24,246.261,106.253,174.788,12.12,56.72041,71.474,81.279,38.021,4981,728549,9,06-07-2006,4990
5599,15/9-F-12,24,248.76,106.212,173.022,11.514,52.22903,75.738,80.184,42.445,4450,647513,8,07-07-2006,4458
5599,15/9-F-12,24,262.708,105.985,168.541,7.379,34.9762,94.166,73.216,61.583,2050,290174,4,08-07-2006,2054
5599,15/9-F-12,24,264.053,105.972,168.997,7.146,34.90242,95.056,72.898,62.693,2059,291280,4,09-07-2006,2063
5599,15/9-F-12,24,265.068,105.974,169.183,7.516,34.9779,95.885,70.991,63.379,2080,294694,4,10-07-2006,2084
5599,15/9-F-12,24,266.074,105.982,169.561,12.467,34.97059,96.513,70.819,63.996,2090,293955,4,11-07-2006,2094
5599,15/9-F-12,24,267.071,105.997,170.104,12.684,34.93069,96.966,72.574,64.214,2093,293974,4,12-07-2006,2097
5599,15/9-F-12,24,267.487,105.993,170.234,12.623,34.77368,97.253,72.262,64.862,2084,295565,40,13-07-2006,2124
5599,15/9-F-12,23.83,267.099,105.977,170.308,12.494,34.61917,96.79,72.648,64.948,2087,305319,4,14-07-2006,2091
5599,15/9-F-12,24,266.385,105.983,170.193,13.272,35.87947,96.191,73.871,64.215,2190,318561,4,15-07-2006,2194
5599,15/9-F-12,24,266.995,105.972,169.961,12.659,34.84776,97.034,72.28,65.072,2059,297316,2,16-07-2006,2061
5599,15/9-F-12,10.5,268.166,105.959,170.564,11.131,30.02816,97.603,69.859,65.825,625,86537,1,17-07-2006,626
5599,15/9-F-12,24,267.856,105.958,170.312,11.18,34.25806,97.544,69.874,65.589,2029,284059,2,18-07-2006,2031
5599,15/9-F-12,9.71,268.141,105.97,170.303,12.515,32.68822,97.838,71.39,65.908,837,116784,0,19-07-2006,837
5599,15/9-F-12,0,276.507,104.463,169.724,1.742,0,106.783,18.169,75.044,0,0,0,20-07-2006,0
5599,15/9-F-12,0,276.818,104.161,172.181,1.187,0,104.637,14.348,80.955,0,0,0,21-07-2006,0
5599,15/9-F-12,0,277.098,103.975,172.61,0.948,0,104.488,15.508,83.341,0,0,0,22-07-2006,0
5599,15/9-F-12,8.5,270.216,105.659,174.794,2.959,32.43891,95.422,51.116,63.468,761,105098,0,23-07-2006,761
5599,15/9-F-12,24,268.697,105.961,171.259,8.603,35.50777,97.438,69.261,65.365,2173,304483,1,24-07-2006,2174
5599,15/9-F-12,5.71,269.607,105.955,171.045,10.42,30.48369,98.563,70.642,66.531,500,69031,0,25-07-2006,500
5599,15/9-F-12,0,277.312,104.191,170.39,1.305,0,106.922,19.209,106.81,0,0,0,26-07-2006,0
5599,15/9-F-12,23.6,273.546,105.557,176.262,2.785,22.26945,97.284,40.061,67.13,1182,173053,2,27-07-2006,1184
5599,15/9-F-12,24,260.001,106.061,172.705,12.499,44.18525,87.296,73.901,55.037,4067,592089,7,28-07-2006,4074
5599,15/9-F-12,24,259.202,106.062,171.628,14.772,42.83797,87.575,73.408,55.429,3736,550256,6,29-07-2006,3742
5599,15/9-F-12,24,256.708,106.066,171.459,15.356,45.71124,85.249,75.053,52.932,4058,593840,5,30-07-2006,4063
5599,15/9-F-12,24,255.087,106.067,170.87,15.873,45.8337,84.217,76.836,51.923,4036,589478,6,31-07-2006,4042
5599,15/9-F-12,24,253.333,106.068,170.478,15.934,46.24048,82.854,77.654,50.512,4047,590019,6,01-08-2006,4053
5599,15/9-F-12,24,251.532,106.062,169.735,15.835,46.28296,81.797,77.833,49.494,4005,582279,6,02-08-2006,4011
5599,15/9-F-12,24,249.432,106.053,168.786,15.61,46.22387,80.647,77.782,48.384,3937,570002,6,03-08-2006,3943
